mti,processingCode,transactionAmount,dateTimeTransaction,cardholderBillingConversionRate,stan,timeLocalTransaction,dateLocalTransaction,expiryDate,conversionDate,merchantCategoryCode,posEntryMode,acquiringInstitutionCode,forwardingInstitutionCode,rrn,cardAcceptorTerminalId,cardAcceptorId,cardAcceptorNameLocation,cardBalance,additionalData48,transactionCurrencyCode,cardholderBillingCurrencyCode,posDataCode,originalDataElement,channel,encryptedPan,network,dcc,kitNo,factorOfAuthorization,authenticationScore,contactless,international,preValidated,enhancedLimitWhiteListing,transactionOrigin,transactionType,isExternalAuth,encryptedHexCardNo,isTokenized,entityId,moneySendTxn,mcRefundTxn,mpqrtxn,authorisationStatus,latitude,longitude
,,163.74,1370613140,,,,,,,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,4220345354880,,,,,,,42.8223,-83.2829
,,56.76,1367958332,,,,,,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,4005676619255478,,,,,,,30.459,-90.9027
,,76.57,1337437723,,,,,,,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,345060451158891,,,,,,,42.5232,-72.811
,,2.99,1363037914,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011399591920186,,,,,,,42.1001,-73.3611
,,607.65,1350770090,,,,,,,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,3579200383632826,,,,,,,44.9437,-91.0294
,,10.38,1351986841,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,4683520018489354,,,,,,,33.9143,-118.3493
,,50.02,1349511671,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,3577794103155425,,,,,,,47.7068,-97.2092
,,77.23,1350232055,,,,,,,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,4239552724014407,,,,,,,41.141000000000005,-84.5722
,,2.62,1354995142,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,630423337322,,,,,,,48.8878,-118.2105
,,66.33,1342568050,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,30404291151692,,,,,,,43.0498,-78.851
,,115.19,1351708905,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,3595192916105588,,,,,,,35.0583,-79.008
,,81.19,1355086385,,,,,,,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,38544312728630,,,,,,,26.3771,-81.7334
,,142.53,1366433883,,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,30181367542315,,,,,,,44.2415,-121.0113
,,151.7,1360832672,,,,,,,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,213180742685905,,,,,,,40.507,-123.9743
,,4.28,1352038784,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,4509922033272157,,,,,,,43.2893,-97.1904
,,54.37,1328169403,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,3518758680062249,,,,,,,38.5677,-109.5271
,,3.22,1333038283,,,,,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,3501509250702469,,,,,,,26.1184,-81.7361
,,85.63,1327639308,,,,,,,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,6538891242532018,,,,,,,36.0244,-90.9288
,,101.43,1371374794,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,501802953619,,,,,,,41.5403,-122.9366
,,9.24,1344825005,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,2512312531485080,,,,,,,42.5164,-82.9832
,,4.15,1353513252,,,,,,,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,30238755902988,,,,,,,30.592,-97.2893
,,190.93,1336768625,,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,4259996134423,,,,,,,38.1485,-98.6408
,,107.16,1353909264,,,,,,,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560395181594436016,,,,,,,39.047,-122.9328
,,4.03,1335683765,,,,,,,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,180081032825079,,,,,,,34.047,-90.7652
,,94.11,1349776712,,,,,,,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,676298633337,,,,,,,39.4125,-80.6352
,,42.76,1340433566,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,370877495212014,,,,,,,36.2017,-81.1286
,,80.04,1333598063,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,4708992452821239,,,,,,,35.8184,-91.3375
,,22.35,1362243491,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,4640395708703,,,,,,,30.6576,-91.6264
,,15.77,1330811082,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011388901471808,,,,,,,40.1151,-79.8627
,,190.02,1352034150,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,30199621383748,,,,,,,33.4044,-96.2238
,,215.71,1334273683,,,,,,,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,3565943051129759,,,,,,,42.4657,-93.8262
,,8.57,1339984210,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,180081032825079,,,,,,,34.047,-90.7652
,,51.74,1347693693,,,,,,,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,3544606805704278,,,,,,,38.4857,-89.6816
,,89.76,1338396594,,,,,,,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,180067151859700,,,,,,,41.5378,-88.0572
,,161.61,1353856452,,,,,,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254917871818484,,,,,,,38.0828,-76.3477
,,2.63,1356365990,,,,,,,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011399591920186,,,,,,,42.1001,-73.3611
,,111.5,1339994583,,,,,,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,180011453250192,,,,,,,41.2153,-90.9879
,,4.08,1341592835,,,,,,,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,4005676619255478,,,,,,,30.459,-90.9027
,,4.27,1345516395,,,,,,,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,3514865930894695,,,,,,,32.9396,-105.8189
,,42.49,1343015187,,,,,,,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,4951647200979051,,,,,,,37.9943,-88.9417
,,40.29,1341577131,,,,,,,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011148190095209,,,,,,,37.6787,-122.478
,,74.25,1348281257,,,,,,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,580954173374,,,,,,,41.2496,-73.9446
,,2.03,1363435372,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,4514242065619750,,,,,,,41.4247,-105.4781
,,41.86,1344051965,,,,,,,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,4755696071492,,,,,,,32.9643,-96.6012
,,3.43,1332080026,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,4890424426862856940,,,,,,,38.5662,-121.3286
,,3.01,1356415245,,,,,,,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,180065479077096,,,,,,,39.6747,-76.8941
,,68.74,1364454502,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,3565196229855512,,,,,,,40.4815,-92.9951
,,39.98,1360580751,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,4586260469584,,,,,,,40.1362,-95.2138
,,8.34,1325863554,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560395181594436016,,,,,,,39.047,-122.9328
,,7.55,1365111632,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,4607072969078276,,,,,,,35.8985,-97.2607
,,2.89,1333105951,,,,,,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,5501083170975659,,,,,,,41.1464,-81.5107
,,7.98,1349537013,,,,,,,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,4951647200979051,,,,,,,37.9943,-88.9417
,,94.89,1327128701,,,,,,,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,30364087349027,,,,,,,35.8896,-96.0887
,,30.87,1359821804,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,4195832462863385,,,,,,,39.3465,-90.9362
,,38.96,1370023031,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,4874006077381178,,,,,,,41.5646,-91.0859
,,89.78,1342637798,,,,,,,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,4044436772018844508,,,,,,,39.8355,-84.2613
,,117.65,1356800108,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,4789911625179723,,,,,,,40.8095,-72.8229
,,101.03,1352516345,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,4742883543039288059,,,,,,,20.0271,-155.3697
,,7.67,1341051733,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,4070511711385545,,,,,,,28.9814,-98.0156
,,48.83,1331727465,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,4446368897795790,,,,,,,37.9073,-75.5089
,,123.79,1342362365,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,3597926034019603,,,,,,,35.2229,-89.5518
,,152.65,1336462172,,,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,4861310130652566408,,,,,,,30.2385,-90.8435
,,54.74,1370673411,,,,,,,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,30235438713303,,,,,,,38.5072,-81.89
,,5.22,1338407270,,,,,,,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,4173950183554608,,,,,,,40.333,-73.9809
,,13.56,1338056278,,,,,,,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,577588686219,,,,,,,40.6153,-79.4545
,,191.93,1366854447,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,30044330818990,,,,,,,26.4722,-81.8122
,,48.27,1342312792,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,38052002992326,,,,,,,30.33,-95.0202
,,2.37,1342793677,,,,,,,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,5388659976630693,,,,,,,43.2064,-90.9405
,,7.99,1370025506,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,4173950183554608,,,,,,,40.333,-73.9809
,,6.22,1357886491,,,,,,,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,4147608975828480,,,,,,,44.1111,-94.9134
,,10.9,1349872675,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,3567697931646329,,,,,,,42.247,-73.7552
,,58.59,1337721237,,,,,,,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,30199621383748,,,,,,,33.4044,-96.2238
,,56.56,1340483590,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,4992346398065154184,,,,,,,41.173,-89.2187
,,13.76,1333549974,,,,,,,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,4334230547694630,,,,,,,43.0172,-111.0292
,,3.48,1338380574,,,,,,,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,3576431665303017,,,,,,,33.5623,-112.0559
,,248.9,1371230467,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,3557442674264531,,,,,,,39.8013,-82.8125
,,16.27,1336603823,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011917798331152,,,,,,,43.1699,-72.8515
,,75.31,1368537788,,,,,,,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,3568736585751727,,,,,,,41.8114,-93.4855
,,38.02,1336332487,,,,,,,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,371226440126102,,,,,,,38.9311,-89.2463
,,194.19,1371158591,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,4997733566924489,,,,,,,44.9913,-92.9487
,,86.74,1356696812,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511349151405438,,,,,,,39.3426,-114.8859
,,198.68,1333095921,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,4809701904914,,,,,,,32.4204,-85.0796
,,5.58,1344193777,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,346273234529002,,,,,,,37.7418,-80.4626
,,39.21,1358460945,,,,,,,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,2242542703101233,,,,,,,38.4921,-85.4524
,,219.53,1362655333,,,,,,,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,36722699017270,,,,,,,33.2887,-111.0985
,,1.66,1369940129,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,3513506355699497,,,,,,,32.4122,-90.1207
,,37.39,1348963032,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,180058696935600,,,,,,,42.18899999999999,-74.9229
,,38.58,1359406235,,,,,,,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400011257587661852,,,,,,,41.4972,-98.7858
,,73.43,1359902066,,,,,,,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,6550399784335736,,,,,,,26.9379,-82.2388
,,124.7,1371659044,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,38057513087029,,,,,,,37.3304,-121.7913
,,83.46,1364064089,,,,,,,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,38199021865320,,,,,,,43.196000000000005,-72.3001
,,6.19,1330292583,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,3552581383553463,,,,,,,35.1959,-83.8228
,,152.91,1345932827,,,,,,,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,180068353086472,,,,,,,33.6773,-118.0051
,,3.99,1343604002,,,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,3518234918950662,,,,,,,33.6372,-96.6184
,,15.78,1337210046,,,,,,,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,3519232971341141,,,,,,,40.4731,-80.9596
,,8.24,1354979229,,,,,,,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,346273234529002,,,,,,,37.7418,-80.4626
,,88.0,1356595237,,,,,,,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,213195754007681,,,,,,,41.2001,-92.1354
,,223.34,1354283108,,,,,,,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,30150717898388,,,,,,,34.7031,-86.3068
,,49.66,1350853163,,,,,,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,3561963695236764,,,,,,,41.06399999999999,-72.3366
,,64.86,1342939711,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596357274378601,,,,,,,41.0001,-78.2357
,,191.47,1330295733,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,4981132848794,,,,,,,40.0113,-80.9701
,,10.39,1357592589,,,,,,,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,3546897637165774,,,,,,,31.6591,-96.8094
,,5.83,1363218352,,,,,,,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,343746486082492,,,,,,,44.8605,-85.8138
,,32.48,1367167059,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,375848982312810,,,,,,,31.4841,-97.9903
,,32.76,1348122830,,,,,,,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,6506982560413523,,,,,,,33.431,-93.8765
,,28.82,1354298221,,,,,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,6538441737335434,,,,,,,41.3851,-80.1752
,,47.55,1360760298,,,,,,,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,4259996134423,,,,,,,38.1485,-98.6408
,,7.34,1361018491,,,,,,,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,30234966027947,,,,,,,43.9446,-88.0911
,,108.07,1336355609,,,,,,,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,4855488158131690372,,,,,,,44.1554,-72.4847
,,31.44,1370463238,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,4379260813815979609,,,,,,,37.7878,-122.1884
,,46.12,1346009736,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,343668971234893,,,,,,,33.9349,-80.8449
,,96.24,1342867083,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,6526777409109795,,,,,,,40.6868,-73.82300000000001
,,61.46,1369338462,,,,,,,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,3567697931646329,,,,,,,42.247,-73.7552
,,49.76,1353856566,,,,,,,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,3564839259330465,,,,,,,38.046,-122.1866
,,187.61,1354670824,,,,,,,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,2720830304681674,,,,,,,36.522,-87.34899999999999
,,46.75,1327325334,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,180049032966888,,,,,,,46.4959,-90.4383
,,24.83,1343186984,,,,,,,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,2348245054386329,,,,,,,42.1767,-79.9416
,,4.62,1355708971,,,,,,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011477612335392,,,,,,,40.4062,-84.5076
,,84.49,1367734259,,,,,,,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,3534093764340240,,,,,,,46.2306,-112.1138
,,197.56,1364120249,,,,,,,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,36913587729122,,,,,,,43.6498,-116.4306
,,60.63,1348480514,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,5596347693144598,,,,,,,29.9912,-90.2479
,,3.25,1346076680,,,,,,,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,4561368699336875,,,,,,,34.9906,-81.8327
,,51.76,1348660619,,,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,3546674063249004,,,,,,,32.7004,-97.6039
,,69.81,1336603280,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900628639996,,,,,,,33.9056,-118.0818
,,76.39,1363741789,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,371009169330125,,,,,,,31.2462,-83.6549
,,97.71,1348920271,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,3583093681934489,,,,,,,38.1901,-85.7519
,,121.31,1368896435,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,4384910379661778,,,,,,,46.9777,-96.4092
,,21.75,1330703609,,,,,,,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,345060451158891,,,,,,,42.5232,-72.811
,,23.12,1344615104,,,,,,,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,4671727014157745,,,,,,,40.8618,-85.6067
,,46.61,1355243211,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,630425673344,,,,,,,38.388000000000005,-79.9906
,,183.42,1370478362,,,,,,,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,4514242065619750,,,,,,,41.4247,-105.4781
,,4.48,1363903693,,,,,,,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,4239436242473,,,,,,,38.832,-77.12
,,53.48,1356062569,,,,,,,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,30518206766474,,,,,,,36.7154,-89.6287
,,189.57,1354787671,,,,,,,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,4477156602511939689,,,,,,,40.3928,-111.7941
,,266.12,1341062996,,,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,2264937662466770,,,,,,,29.3641,-98.4924
,,1195.37,1327764403,,,,,,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,38588538868506,,,,,,,30.1886,-103.2214
,,70.19,1356888771,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,6511349151405438,,,,,,,39.3426,-114.8859
,,30.06,1351950900,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,4755696071492,,,,,,,32.9643,-96.6012
,,61.39,1342003528,,,,,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,3567879740649740,,,,,,,44.0577,-76.0196
,,70.15,1336622564,,,,,,,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011652924285713,,,,,,,38.2911,-92.7059
,,11.6,1344605601,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,4997733566924489,,,,,,,44.9913,-92.9487
,,79.43,1370532903,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,3559160581764413,,,,,,,42.2701,-78.6847
,,6.79,1364329906,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,676195318214,,,,,,,29.6047,-96.5249
,,96.04,1351928462,,,,,,,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,2706977570537524,,,,,,,39.283,-82.3977
,,51.55,1343376001,,,,,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,3518669219150142,,,,,,,39.1657,-84.23299999999999
,,37.98,1330722774,,,,,,,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,4452366298769043,,,,,,,32.0758,-96.701
,,49.5,1359478230,,,,,,,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,3545109339866548,,,,,,,33.4783,-90.5142
,,160.48,1341006462,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,3541160328600277,,,,,,,39.5723,-90.2379
,,1.7,1367695208,,,,,,,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,4586810168620942,,,,,,,32.5486,-80.307
,,9.65,1352475024,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,3536818734263520,,,,,,,41.603,-93.633
,,1.79,1364983818,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,4302475216404898,,,,,,,42.8511,-93.62
,,32.33,1362181726,,,,,,,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,4538566639857,,,,,,,40.817,-74.0
,,73.5,1345640252,,,,,,,595,,,,,,,,,,,,,,,,,,,,,,,,,,,,180011453250192,,,,,,,41.2153,-90.9879
,,48.5,1340205889,,,,,,,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450829271795901,,,,,,,45.604,-94.1591
,,192.82,1354723957,,,,,,,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,4745996322265,,,,,,,41.4802,-86.6919
,,46.34,1329408978,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,4797297220948468262,,,,,,,38.8938,-86.5246
,,138.9,1353225434,,,,,,,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,4040099974063068803,,,,,,,48.3396,-102.24
,,8.9,1341356539,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,38530489946071,,,,,,,34.9572,-81.9916
,,90.84,1348180850,,,,,,,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,3598215285024754,,,,,,,40.6729,-73.5365
,,44.12,1349983159,,,,,,,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,345933964507467,,,,,,,38.4121,-75.2811
,,73.25,1336003014,,,,,,,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,213156747557083,,,,,,,34.1556,-118.2322
,,46.41,1340197830,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400011257587661852,,,,,,,41.4972,-98.7858
,,28.84,1339700376,,,,,,,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,3506042666828517,,,,,,,38.1372,-81.5962
,,104.0,1339678806,,,,,,,648,,,,,,,,,,,,,,,,,,,,,,,,,,,,2712209726293386,,,,,,,30.4066,-91.1468
,,72.84,1354478232,,,,,,,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,4355790796238264643,,,,,,,39.8153,-91.2627
,,51.67,1354140348,,,,,,,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,4561546772499,,,,,,,34.9889,-106.0609
,,55.22,1344818346,,,,,,,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,2720433095629877,,,,,,,44.0575,-69.9656
,,49.04,1353773552,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,377113842678100,,,,,,,39.4055,-75.3209
,,9.66,1354399945,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,345933964507467,,,,,,,38.4121,-75.2811
,,15.81,1365376038,,,,,,,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,30560609640617,,,,,,,40.4931,-91.8912
,,61.01,1356305875,,,,,,,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,180048185037117,,,,,,,40.6152,-74.415
,,7.85,1332989402,,,,,,,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,3558652751678952,,,,,,,32.6205,-94.2
,,65.65,1336180070,,,,,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,4155021259183870,,,,,,,34.7032,-98.9591
,,27.12,1370742707,,,,,,,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,3595192916105588,,,,,,,35.0583,-79.008
,,76.65,1332633896,,,,,,,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,4634955908138648,,,,,,,41.6414,-96.5232
,,4.2,1361986702,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,3560797065840735,,,,,,,46.1838,-101.2589
,,6.41,1332562903,,,,,,,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,4710826438164847414,,,,,,,48.8328,-108.3961
,,95.59,1360908742,,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,3506040590383211,,,,,,,45.1939,-112.0568
,,88.45,1326733119,,,,,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,4836998673805450,,,,,,,46.0062,-86.2555
,,4.43,1371316076,,,,,,,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,3583793405872580,,,,,,,34.847,-98.9836
,,9.41,1356960511,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,345060451158891,,,,,,,42.5232,-72.811
,,6.25,1338488962,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011367958204270,,,,,,,41.2419,-81.7453
,,47.93,1356059581,,,,,,,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,30407675418785,,,,,,,42.1939,-76.7361
,,60.52,1355641649,,,,,,,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596217206093829,,,,,,,40.8626,-91.9534
,,34.11,1340229551,,,,,,,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,3560336828629935,,,,,,,42.0789,-92.3763
,,17.02,1337202790,,,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,3567697931646329,,,,,,,42.247,-73.7552
,,115.13,1328677889,,,,,,,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,376445266762684,,,,,,,41.1558,-101.136
,,12.17,1333210236,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,3598215285024754,,,,,,,40.6729,-73.5365
,,73.95,1365317701,,,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,3567527758368741,,,,,,,31.8351,-101.0017
,,69.71,1362189459,,,,,,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,3520550088202337,,,,,,,47.8342,-90.0476
,,177.28,1351155204,,,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,6526448584969862,,,,,,,40.2878,-74.0162
,,67.66,1339271176,,,,,,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110266553600176127,,,,,,,33.5567,-90.5451
,,69.01,1336375294,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,373043435942726,,,,,,,29.479,-95.9681
,,100.96,1369091426,,,,,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,30273037698427,,,,,,,35.5762,-91.4539
,,56.9,1339064142,,,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,4412720572684931,,,,,,,37.7681,-75.6664
,,38.69,1369176373,,,,,,,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,4169388510116,,,,,,,43.033,-77.1575
